title,vote_average,vote_count,release_date,runtime,adult,original_language,overview,popularity,tagline,genres,production_companies
"Monsters, Inc.",7.835,17189,2001-11-01,92,False,en,"Lovable Sulley and his wisecracking sidekick Mike Wazowski are the top scare team at Monsters, Inc., the scream-processing factory in Monstropolis. When a little girl named Boo wanders into their world, it's the monsters who are scared silly, and it's up to Sulley and Mike to keep her out of sight and get her back home.",86.936,We Scare Because We Care.,"Animation, Comedy, Family",Pixar
Toy Story,7.971,17152,1995-10-30,81,False,en,"Led by Woody, Andy's toys live happily in his room until Andy's birthday brings Buzz Lightyear onto the scene. Afraid of losing his place in Andy's heart, Woody plots against Buzz. But when circumstances separate Buzz and Woody from their owner, the duo eventually learns to put aside their differences.",78.404,Hang on for the comedy that goes to infinity and beyond!,"Animation, Adventure, Family, Comedy",Pixar
The Revenant,7.5,17114,2015-12-25,157,False,en,"In the 1820s, a frontiersman, Hugh Glass, sets out on a path of vengeance against those who left him for dead after a bear mauling.",36.747,"(n. One who has returned, as if from the dead.)","Western, Drama, Adventure","Monarchy Enterprises S.a.r.l., Regency Enterprises, Appian Way, CatchPlay, Anonymous Content, New Regency Pictures, Hong Kong Alpha Motion Pictures Co., M Productions, RatPac Entertainment"
Batman v Superman: Dawn of Justice,5.952,17081,2016-03-23,152,False,en,"Fearing the actions of a god-like Super Hero left unchecked, Gotham City’s own formidable, forceful vigilante takes on Metropolis’s most revered, modern-day savior, while the world wrestles with what sort of hero it really needs. And with Batman and Superman at war with one another, a new threat quickly arises, putting mankind in greater danger than it’s ever known before.",78.589,Who will win?,"Action, Adventure, Fantasy","Warner Bros. Pictures, RatPac Entertainment, Atlas Entertainment, Cruel & Unusual Films, DC Entertainment, Syncopy"
The Lion King,8.256,16991,1994-06-24,89,False,en,"A young lion prince is cast out of his pride by his cruel uncle, who claims he killed his father. While the uncle rules with an iron paw, the prince grows up beyond the Savannah, living by a philosophy: No worries for the rest of your days. But when his past comes to haunt him, the young prince must decide his fate: Will he remain an outcast or face his demons and become what he needs to be?",87.384,Life's greatest adventure is finding your place in the Circle of Life.,"Family, Animation, Drama","Walt Disney Pictures, Walt Disney Feature Animation"
Gladiator,8.209,16962,2000-05-04,155,False,en,"In the year 180, the death of emperor Marcus Aurelius throws the Roman Empire into chaos.  Maximus is one of the Roman army's most capable and trusted generals and a key advisor to the emperor.  As Marcus' devious son Commodus ascends to the throne, Maximus is set to be executed.  He escapes, but is captured by slave traders.  Renamed Spaniard and forced to become a gladiator, Maximus must battle to the death with other men for the amusement of paying audiences.",53.587,A hero will rise.,"Action, Drama, Adventure","Universal Pictures, Scott Free Productions, Red Wagon Entertainment, Mill Film, C & L, Dawliz, DreamWorks Pictures"
The Truman Show,8.133,16827,1998-06-04,103,False,en,"Truman Burbank is the star of The Truman Show, a 24-hour-a-day reality TV show that broadcasts every aspect of his life without his knowledge. His entire life has been an unending soap opera for consumption by the rest of the world. And everyone he knows, including his wife and his best friend, is really an actor, paid to be part of his life.",42.954,On the air. Unaware.,"Comedy, Drama","Paramount, Scott Rudin Productions"
The Incredibles,7.704,16584,2004-10-27,115,False,en,"Bob Parr has given up his superhero days to log in time as an insurance adjuster and raise his three children with his formerly heroic wife in suburbia. But when he receives a mysterious assignment, it's time to get back into costume.",62.609,"No gut, no glory","Action, Adventure, Animation, Family","Pixar, Walt Disney Pictures"
Arrival,7.6,16564,2016-11-10,116,False,en,"Taking place after alien crafts land around the world, an expert linguist is recruited by the military to determine whether they come in peace or are a threat.",47.983,Why are they here?,"Drama, Science Fiction, Mystery","FilmNation Entertainment, Lava Bear Films, Reliance Entertainment, Xenolinguistics, 21 Laps Entertainment, Paramount, Stage 6 Films"
Parasite,8.515,16430,2019-05-30,133,False,ko,"All unemployed, Ki-taek's family takes peculiar interest in the wealthy and glamorous Parks for their livelihood until they get entangled in an unexpected incident.",64.627,Act like you own the place.,"Comedy, Thriller, Drama",Barunson E&A
Thor: The Dark World,6.538,16359,2013-10-30,112,False,en,"Thor fights to restore order across the cosmos… but an ancient race led by the vengeful Malekith returns to plunge the universe back into darkness. Faced with an enemy that even Odin and Asgard cannot withstand, Thor must embark on his most perilous and personal journey yet, one that will reunite him with Jane Foster and force him to sacrifice everything to save us all.",59.968,Delve into the darkness,"Action, Adventure, Fantasy",Marvel Studios
The Amazing Spider-Man,6.691,16352,2012-06-23,136,False,en,"Peter Parker is an outcast high schooler abandoned by his parents as a boy, leaving him to be raised by his Uncle Ben and Aunt May. Like most teenagers, Peter is trying to figure out who he is and how he got to be the person he is today. As Peter discovers a mysterious briefcase that belonged to his father, he begins a quest to understand his parents' disappearance – leading him directly to Oscorp and the lab of Dr. Curt Connors, his father's former partner. As Spider-Man is set on a collision course with Connors' alter ego, The Lizard, Peter will make life-altering choices to use his powers and shape his destiny to become a hero.",78.989,The untold story begins.,"Action, Adventure, Fantasy","Marvel Entertainment, Laura Ziskin Productions, Columbia Pictures, Matt Tolmach Productions, Arad Productions"
Split,7.337,16345,2017-01-19,117,False,en,"Though Kevin has evidenced 23 personalities to his trusted psychiatrist, Dr. Fletcher, there remains one still submerged who is set to materialize and dominate all the others. Compelled to abduct three teenage girls led by the willful, observant Casey, Kevin reaches a war for survival among all of those contained within him — as well as everyone around him — as the walls between his compartments shatter apart.",44.51,Kevin has 23 distinct personalities. The 24th is about to be unleashed.,"Horror, Thriller","Universal Pictures, Blinding Edge Pictures, Blumhouse Productions"
Deadpool 2,7.492,16324,2018-05-10,120,False,en,Wisecracking mercenary Deadpool battles the evil and powerful Cable and other bad guys to save a boy's life.,66.096,Prepare for the Second Coming.,"Action, Comedy, Adventure","Maximum Effort, Genre Films, 20th Century Fox"
The Shining,8.218,16205,1980-05-23,144,False,en,"Jack Torrance accepts a caretaker job at the Overlook Hotel, where he, along with his wife Wendy and their son Danny, must live isolated from the rest of the world for the winter. But they aren't prepared for the madness that lurks within.",45.252,"He came as the caretaker, but this hotel had its own guardians - who'd been there a long time","Horror, Thriller","Hawk Films, Peregrine, Producers Circle, Warner Bros. Pictures"
Kill Bill: Vol. 1,7.97,16188,2003-10-10,111,False,en,"An assassin is shot by her ruthless employer, Bill, and other members of their assassination circle – but she lives to plot her vengeance.",36.315,A roaring rampage of revenge.,"Action, Crime","Miramax, A Band Apart, Super Cool ManChu"
The Hunger Games: Catching Fire,7.4,16182,2013-11-15,146,False,en,"Katniss Everdeen has returned home safe after winning the 74th Annual Hunger Games along with fellow tribute Peeta Mellark. Winning means that they must turn around and leave their family and close friends, embarking on a ""Victor's Tour"" of the districts. Along the way Katniss senses that a rebellion is simmering, but the Capitol is still very much in control as President Snow prepares the 75th Annual Hunger Games (The Quarter Quell) - a competition that could change Panem forever.",49.864,Every revolution begins with a spark.,"Adventure, Action, Science Fiction","Lionsgate, Color Force"
The Intouchables,8.277,16083,2011-11-02,113,False,fr,A true story of two men who should never have met – a quadriplegic aristocrat who was injured in a paragliding accident and a young man from the projects.,41.656,Sometimes you have to reach into someone else's world to find out what's missing in your own.,"Drama, Comedy","Gaumont, CinéCinéma, Quad Productions, Chaocorp, Ten Films, TF1, Canal+, TF1 Films Production"
Get Out,7.62,16081,2017-02-24,104,False,en,"Chris and his girlfriend Rose go upstate to visit her parents for the weekend. At first, Chris reads the family's overly accommodating behavior as nervous attempts to deal with their daughter's interracial relationship, but as the weekend progresses, a series of increasingly disturbing discoveries lead him to a truth that he never could have imagined.",36.442,"Just because you're invited, doesn't mean you're welcome.","Mystery, Thriller, Horror","Monkeypaw Productions, Blumhouse Productions, QC Entertainment"
The Imitation Game,8.007,15973,2014-11-14,113,False,en,"Based on the real life story of legendary cryptanalyst Alan Turing, the film portrays the nail-biting race against time by Turing and his brilliant team of code-breakers at Britain's top-secret Government Code and Cypher School at Bletchley Park, during the darkest days of World War II.",47.491,The true enigma was the man who cracked the code.,"History, Drama, Thriller, War","Bristol Automotive, Black Bear Pictures, The Weinstein Company, FilmNation Entertainment"
Bohemian Rhapsody,7.997,15965,2018-10-24,135,False,en,"Singer Freddie Mercury, guitarist Brian May, drummer Roger Taylor and bass guitarist John Deacon take the music world by storm when they form the rock 'n' roll band Queen in 1970. Hit songs become instant classics. When Mercury's increasingly wild lifestyle starts to spiral out of control, Queen soon faces its greatest challenge yet – finding a way to keep the band together amid the success and excess.",37.55,Fearless lives forever,"Music, Drama, History","GK Films, Regency Enterprises, Queen Films, Tribeca Productions, New Regency Pictures, 20th Century Fox"
